geracao,cromossomo,x,y,aptidao,pai1,pai2,geracao_pais
1,00110001010110101110001111000000100010010111,-61.44141231570538,87.60490121958284,0.5029983,,,
1,11110000110010001110111001001000000101001100,88.11320975141757,14.078358192052406,0.4948946,,,
1,00101110001101100010000010011011100001001000,-63.89731500084758,-69.62546578060764,0.5044303,,,
1,10000010110010101100111100011000011111100110,2.181411309578735,54.783953376758916,0.470245,,,
1,10010110000010110011100011111101101111000010,17.221764855805603,-50.44239769992774,0.5331343,,,
1,01000111000100110100000000101001111111001001,-44.47249042331944,-91.79949564921752,0.4962283,,,
1,11111111001111101010011101001000010100001001,99.40996155976333,64.12400343990407,0.4987519,,,
1,10111011000001100100000101001000010010000001,46.11285832234819,-35.882505388857226,0.4790997,,,
1,01000000010110011011101111100101111110000010,-49.72618811754897,94.91591332338174,0.5025009,,,
1,00100101100011000101011011001010000010101110,-70.66549555432691,39.46145521675473,0.5007204,,,
1,11110000011100101111101011010101010000011111,87.8509015681509,41.651902592635764,0.5043307,,,
1,10100001001110001010100110111001001001101010,25.954181183381365,-13.837698420929527,0.4067724,,,
1,11010000001111101111100101101001110011000001,62.692204163599996,-29.336483320351434,0.5146031,,,
1,00011000011101110011010011111000011100011001,-80.88621637492571,-51.47584711929491,0.4952194,,,
1,01001100100101110101100111001011101100010110,-40.163121262340844,-10.21621470837944,0.5243592,,,
1,00001101100110001010000011011111011110001001,-89.3779729313786,-56.35332020600324,0.4977297,,,
1,10011101011110010010001001110100000101001110,23.025923496704934,22.672205608416945,0.4731653,,,
1,10001110011001000001010111101111111000100100,11.242940722212964,-3.147674357336612,0.4187333,,,
1,01001110111010011101011010000000001010000001,-38.348898493981004,25.03059507145764,0.4538511,,,
1,10001101100111000001000011010101000101001010,10.632541330466594,-58.382691951439845,0.5187906,,,
1,00001110100110100001001110000000100110011111,-88.59233584221263,75.11748674332779,0.5023449,,,
1,11100011100110101001110101101111000110100101,77.81562276259012,-28.30022056108011,0.4949667,,,
1,10010001011001100010111001010110000100010111,13.593080900449962,16.810206606437347,0.6706215,,,
1,00101101001101011101001111110000101111001001,-64.67951886165591,97.01890874359816,0.5017538,,,
1,01110100011001000110100011111001101010000011,-9.068562762394606,-51.238858995165586,0.4664678,,,
1,00111111010011000011101101000010110011010110,-50.54863704410482,63.04735256370367,0.4984774,,,
1,01100110001111001001101111000100101111100110,-20.127563506976017,88.4265395227765,0.5039408,,,
1,11110001101010100110100101100010010111001010,88.80133361848203,-30.7886912318924,0.5044849,,,
1,11010000110001110000010000101001110110101001,63.107386376234615,-91.82543559680833,0.4972841,,,
1,11101010111000010000001010011101101010011011,83.49918925742847,30.793554972065692,0.4970273,,,
1,00011001011101010010001011011110001001100010,-80.11130812437727,43.38849625313193,0.5057805,,,
1,00100001001011101101000111010101101011000110,-74.0758834066113,-8.266903940893158,0.4982137,,,
1,00111110100011001111011101101101000000100010,-51.13233354862536,71.29072458522907,0.5059075,,,
1,11111010110000010111010001000110001000111010,95.90291879246683,-86.30094201587248,0.5014649,,,
1,00010010011110101111110011110001101010011100,-85.56217803053332,-52.800167274514976,0.5040507,,,
1,00000010110010101100100010000111011101000110,-97.81866021601205,-73.5440191135452,0.5018817,,,
1,01100100110010101101000101111111111111001110,-21.25604659463086,-25.002366304961754,0.3907241,,,
1,00011011001010010110100110001010110111101010,-78.77988309380605,-22.8770072166937,0.5063693,,,
1,10111000110110000111011010010100110011111001,44.410596945428125,29.06463839164695,0.5270621,,,
1,11100100101100011011100010100011111110011110,78.66739718136719,-67.97341536841759,0.5029852,,,
1,11100111100101001001000101010101100101100010,80.92216990522621,-33.28388530823834,0.5039915,,,
1,01001000101000011001101101001001001100111010,-43.2568414823631,64.29723842078172,0.4949265,,,
1,10110101101000101110001101001010001000001101,41.90333888610337,64.47819816546397,0.4896433,,,
1,00110001100110100101111101100110001110010111,-61.24767333213647,69.96573685782835,0.4956236,,,
1,11000001010111110100011000001111010110101010,51.072013633731274,2.9988534447797406,0.4917283,,,
1,00100101101101010000110110111101011100101000,-70.54123176127237,-12.998560189857528,0.5065244,,,
1,00010010110111101011011101001000101110011000,-85.25786048361313,64.2040644178544,0.5032093,,,
1,11101011100100000001101011011001101111011001,84.03353310430839,42.52747119128017,0.5050878,,,
1,11100000110000111111100001000110000111011000,75.59809102966571,-86.305615021137,0.4975288,,,
1,11001100010001010110111101100011010000110011,59.58689679787082,69.38723787957142,0.5043217,,,
1,00010000001100110000001111000101110111100010,-87.34435733422215,88.64607540275463,0.4986039,,,
1,11010001000000010101111100110111110011110010,63.285437413558356,60.90024969583743,0.5063433,,,
1,01001010100110110101100111001111110011111110,-41.713414600709584,-9.411694863246652,0.4522433,,,
1,01100010011001111000011100011110010000111011,-23.12157705344606,55.91105363632528,0.4987266,,,
1,01000111101011000111110111011011101100001011,-44.00485611077693,-7.091738484320274,0.5213157,,,
1,11011001011101000100011011000001100110111111,69.88610503342272,37.814316228465145,0.4974996,,,
1,01000110101000101101010101101101000000010001,-44.81557484044429,-28.71010987999675,0.5317611,,,
1,00010111111100100101101100010111001111110110,-81.29167110721376,54.54057563318625,0.5023859,,,
1,01110010101111011110111011101001011110101001,-10.357883061857947,45.6013549807918,0.5369507,,,
1,00100010010000100101011000011000011011101100,-73.23507624508768,4.772020524029855,0.4921327,,,
1,11001011101000011000100000000110011001001001,59.08674218338541,-98.75140160355606,0.4983202,,,
1,00001011001000110000100010000110001111010001,-91.29934103473211,-73.78153175867361,0.4984876,,,
1,10111100010111110110110111010110010101000000,47.16623953968036,-8.13901618457227,0.5042382,,,
1,10011111001011011110111110011001001101101110,24.358922090273396,79.92472169988673,0.4935403,,,
1,11111010000011100101010000101000011000001010,95.35627254397215,-92.11377909512021,0.5004312,,,
1,00101011001011111111110011001010110001000111,-66.25980526442653,-60.39699563908473,0.4940557,,,
1,01111000010001001101100000100101110100110100,-6.039883146258148,-92.612264779154,0.4947774,,,
1,00110010100100111101001010111001001100111100,-60.486402627564104,36.172327082711945,0.4871616,,,
1,00001000100100001101001001110001011111001110,-93.30806572629588,22.16561369076102,0.4952631,,,
1,01110101110111000101001101110100110010010010,-7.921387653681677,72.80973739856182,0.4952528,,,
1,11001100010011010100111011110101010000001001,59.610929396374075,47.900855040754095,0.4941872,,,
1,11110111000111011101101001111110011101110000,93.05987192627714,24.70019452576507,0.4971547,,,
1,10000000110100100110111011001000111010001110,0.6421805959178499,39.24020272259776,0.422605,,,
1,00010001010110111011011010101001101001010111,-86.43889103863026,33.1340630374105,0.4946603,,,
1,11000110101100001000001000010100110010001100,55.22617226270967,4.0594349049174525,0.4788162,,,
1,00001101111100101001100000001100111010000000,-89.10341003022432,-97.47924744588076,0.5014282,,,
1,10000100111101010100110010110000111101010001,3.87361142006192,-65.43802391005133,0.5118704,,,
1,10010000011000110010010111110000001100110110,12.80258007111074,-3.085780879445281,0.6296571,,,
1,01000001100111100001010011111000001100011100,-48.73632162483254,-51.52453220475488,0.4877613,,,
1,01101001001101000001110000110010000010111100,-17.809705212045955,-90.22540813098148,0.4991673,,,
1,01110100000001011111101001101111010111011010,-9.356763209524914,21.751146734034236,0.3002496,,,
1,00101001011001010101000000111100001111101110,-67.65956107605959,-88.23327737647948,0.4978152,,,
1,00110010111111100001011001010011011000110101,-60.16210559895172,16.286734649356518,0.5111736,,,
